"mfId","date","price"
"001r5ih73wBRFD2PWzN24T3zoA0CEBxE","2022-12-06",590.89
"001r5ih72rHeYX0psFqX1hSq6I41JOON","2022-12-06",996.77
"001r5ih70t7Vtm3mAOCh22VrCE1DoBlh","2022-12-06",1796.58
"001r5ih72RzRgy39b1SW0IpkUE2t1H7C","2022-12-06",1072.86
"001r5ih744Y3en0vmTro2ysoET2UNs4a","2022-12-06",780.48
"001r5ih70V4sIf2vfoUX2vf0Zd3KODY3","2022-12-06",652.38
"001r5ih72Pf11m2beyGn0ERW1g0oHvHd","2022-12-06",1656.78
"001r5ih74a1qV30P23Cj1i5iQE2wufBk","2022-12-06",1854.68
"001r5ih74gGFWM1nP6Qd1vuFoy2V0WMu","2022-12-06",162.88
"001r5ih73uivSH2SUcSD1oYK6t422cDr","2022-12-06",467.86
"001r5ih73nikHg0DzmYJ2z8H9E0VfYdU","2022-12-06",1918.45
"001r5ih715tr6w1shdfv1EyPlm3jB3ej","2022-12-06",2122.79
"001r5ih72gitTI1FhLKi4HhsL53Ylkpy","2022-12-06",1475.71
"001r5ih73Do2e11E7HVF4LNj5W0KTsyz","2022-12-06",1704.06
"001r5ih729gU5O09TuFy2lvnD40CFKNj","2022-12-06",175.05
"001r5ih70IFSDp48DL6q0mb0Y52CgmSk","2022-12-06",400.64
"001r5ih72QSAa84UqjUp3V9Zjp3Kxdzq","2022-12-06",52.52
"001r5ih72pvcuC23VgFs0ORDul0K68fw","2022-12-06",1052.27
"001r5ih70CCxd510WVeG2ynfT44SHd2W","2022-12-06",1677.98
"001r5ih71RxaBa0wHlsm2L7X1b0wRCTx","2022-12-06",817.24
"001r5ih74Sk6xI1iRAdH4Dq9311FEDUC","2022-12-06",1805.52
"001r5ih70wzjj8301Jd00Ghm7F43rAGG","2022-12-06",620.57
"001r5ih72Ebp2x0uktos27XKSb1VZQOR","2022-12-06",137.82
"001r5ih70uZQ6X27AV181UgTKb0o5Ybs","2022-12-06",275.76
"001r5ih737HzBh0JXbrB43l3Os1lSvwL","2022-12-06",1195.8
"001r5ih73UDXJ20BYHBj2y11w72wHl4v","2022-12-06",823.19
"001r5ih71l6yXE0jorWV2hFsSI2Fvu4Q","2022-12-06",39.78
"001r5ih70Ughd52Z4W660Gee4f2NjJ9s","2022-12-06",580
"001r5ih71KTMIS4fApfP1v1gyL1CrmzG","2022-12-06",1344.66
"001r5ih74ERiLy2TK1Vr37GXAv2v3c9b","2022-12-06",978.65
"001r5ih73t8bdP35W6E309wBnl4O1fZP","2022-12-06",953.42
"001r5ih71YhXhb3JwDeA0fYtHr0omidV","2022-12-06",61.12
"001r5ih71cronj4ZZMMh4e700Z3OKl97","2022-12-06",567.17
"001r5ih74H2aR72WTXb73QOoT406TmOd","2022-12-06",937.26
"001r5ih73XelWT1A0Lrk1EHmr62DwPgt","2022-12-06",564.63
"001r5ih723piEc2TA2ta3FkMqg3rIYRi","2022-12-06",495.92
"001r5ih70Q2YwU1spg7V2NaY9K3IFJXQ","2022-12-06",131.82
"001r5ih72Npeqh3NuA9P3lvvHK3f01N8","2022-12-06",766.08
"001r5ih70DcZCL3YtqSQ0ZArTP3Udha2","2022-12-06",435.27
"001r5ih708pSiI3UP6XW33koW34bncrY","2022-12-06",348.76
"001r5ih73NasSP3MSw8q1ZPnC4389t1Z","2022-12-06",2008.16
"001r5ih71hkzoU3YPlNy2WJfoD4Iykfw","2022-12-06",1781.55
"001r5ih71bCzr51QNUJ31Z2lrw1iwPoo","2022-12-06",774.34
"001r5ih72itLsN0V0z4S1WhOoZ39TeXP","2022-12-06",1042.58
"001r5ih70sVGud3NiMw30PbbCk3KoUsC","2022-12-06",1914.97
"001r5ih74R0JTy1mJUHE1CktcE1It6ZD","2022-12-06",1733.94
"001r5ih728YMar49Bx9u2QMwMz0RALnG","2022-12-06",564.36
"001r5ih743gwwh03Vac10pssTX3zManC","2022-12-06",978.44
"001r5ih71lKhGc2rLT4Z19DLuB0vuf5y","2022-12-06",1363.62
"001r5ih719aJZ44SgPUA17lht14MiChm","2022-12-06",99.66
"001r5ih74KPQVh0gDBnK0TerrN3KXTnY","2022-12-06",44.38
"001r5ih71LQTO73mHb9u3NAjJA4Bfxgx","2022-12-06",1606.94
"001r5ih70jPCjm0iR7BQ0URuSC1zYNLE","2022-12-06",407.75
"001r5ih74C5rED4VQq9v25FovL3qy8E0","2022-12-06",653.82
"001r5ih73kRs024J91D92ubhat1Vqswt","2022-12-06",937.78
"001r5ih72Qg4lY1KcPFP0vGBJb0TuEWa","2022-12-06",1226.13
"001r5ih70yZ88D4Nijdw3wLk4v1IXo8g","2022-12-06",1914.17
"001r5ih71b2XBH0pexHA03v7ta4S6AE0","2022-12-06",1674.54
"001r5ih70LYv072Ax1ud3YdLdF08MN3s","2022-12-06",1523.97
"001r5ih72mRTva031abz3MJ3Wr2gblBW","2022-12-06",1848.92
"001r5ih747Fs6K4Wwvej1cdoMg2qZlgf","2022-12-06",1766.7
"001r5ih70JJX1B3OA7CB0rf9H91Wcwpp","2022-12-06",62.86
"001r5ih71vbUMY3XOoum3hb3V02F8va0","2022-12-06",847.74
"001r5ih72j41g533p07B3oqWpC1tZwD4","2022-12-06",1415.63
"001r5ih74IlNGI37liZl03MSx71sJTio","2022-12-06",828.56
"001r5ih72GXXt72NwMZA07ydRa4eBczD","2022-12-06",902.42
"001r5ih71h3Dj42KLCTk1NW4WA2gPxfn","2022-12-06",268.67
"001r5ih71L1HNR2zUbWw3X04LX4UNkT8","2022-12-06",1977.1
"001r5ih73533SN0TiixB4NZtyM2BMIXI","2022-12-06",1679.97
"001r5ih713qbla1yrK4F1ZsGhK1URr1D","2022-12-06",348.29
"001r5ih74Maql10BHJW837fepC3kDck0","2022-12-06",1741.97
"001r5ih74GdWDE4UaESR0Jsebe3lAawI","2022-12-06",70.15
"001r5ih70zzMna0R3crj1AL7Z84JKEH2","2022-12-06",1380.62
"001r5ih74cv9Zy4dJsyF4FozZE19Xx3L","2022-12-06",1565.38
"001r5ih749gP8w0xLEyi2XhXSk2fc2oT","2022-12-06",922.97
"001r5ih71k1hzb3DJb0U1TwibH14UOQ1","2022-12-06",993.11
"001r5ih71lmyYk4L0URa3FaPce0N1Vub","2022-12-06",1007.8
"001r5ih73Mio9G31scsi2dPnDy3Kn7TZ","2022-12-06",1175.8
"001r5ih73L3cNH0iORhY1x8m5q2dtYPC","2022-12-06",319.43
"001r5ih70K8LQG48ybln2HcWse04FeQ8","2022-12-06",478.73
"001r5ih72H354W1ZGFWj4fSL5n1z4aOo","2022-12-06",830.87
"001r5ih70wV3Dm3bc05R09ElIi0I7LuO","2022-12-06",1202.56
"001r5ih709pksF355mvX32xfzj3jIvDr","2022-12-06",865.27
"001r5ih72VV9R13vgmfW4CSeL01tAuO6","2022-12-06",780.72
"001r5ih72JCBaQ4dvbYe2hzOSy3rXzgY","2022-12-06",398.11
"001r5ih7344Fdv0usNiW4WaLxy1w97aQ","2022-12-06",1639.64
"001r5ih73ptTQu06UPde1pK5MD3MyxE7","2022-12-06",969.65
"001r5ih74Szp6B1cSZqX3ONWZv35Nnaz","2022-12-06",956.54
"001r5ih70VJP8j4Zy8tI1O5A2d3bf7L4","2022-12-06",88.73
"001r5ih71d5ue91UJ5bK0kyRmk2NLj09","2022-12-06",936.13
"001r5ih73xjpos0RUCBB04lueB3l7lAU","2022-12-06",1727.24
"001r5ih72SZfdJ1PpzNH3rz4q61AkzDa","2022-12-06",1166.21
"001r5ih70zSxcY1b93px0G6q3o2ymLjz","2022-12-06",384.02
"001r5ih728ob0b1YzOo82DM2aj3zjqkL","2022-12-06",900.57
"001r5ih739Fijw0gae542IZnZV0Gd6W8","2022-12-06",101.11
"001r5ih74PsqEU22UkYF29tR6t12H2vk","2022-12-06",1632.04
"001r5ih70f4n7G0MpjSh0Ij7Y74Nsr5S","2022-12-06",437.4
"001r5ih73DC8f90nuzA84gDykP3sSrCq","2022-12-06",947.19
"001r5ih74MVQ6j3C8HEM1nkM372WQDJb","2022-12-06",506.25
"001r5ih73EPuCV00Y1rD2MwF5e49I6TH","2022-12-06",1411.66
"001r5ih72DWNFJ16dOLm1HBsIv4gM7JM","2022-12-06",1826.67
"001r5ih74fbddl2CTXG549wyI82qLxQB","2022-12-06",1668.31
"001r5ih71XrRYL4fPDYX1gywgi4K7nUD","2022-12-06",417.67
"001r5ih71jDuIu1MNaQi3KtDNH1YRJiL","2022-12-06",73.35
"001r5ih739rId20fikJg49pJjm1g25Jy","2022-12-06",1060.66
"001r5ih716p17O1li4Tk3ePNQ418bbtf","2022-12-06",1627.69
"001r5ih741yc8W4Q3LJd15lgKr3iU4vr","2022-12-06",1716.69
"001r5ih73S2Q5s0hJfuP3EpqPF3yGbD0","2022-12-06",1479.21
"001r5ih734DXvY0GBfN42D36zR1wRhkZ","2022-12-06",88.9
"001r5ih710d39p17aDad0ZWyo628EqQz","2022-12-06",1307.47
"001r5ih74U1bNh1bDK4P0xqAH03Q4rJi","2022-12-06",775.3
"001r5ih72RrjL40EXnyE1gWxEE37bwf5","2022-12-06",1815.21
"001r5ih71vYu6f3r9fLL06zi5z10rQ1n","2022-12-06",491.47
"001r5ih71F56nj4aQkxw2EfytK0AKp1x","2022-12-06",1074.37
"001r5ih72x9ge61YyhGy3LPQdL0JISgO","2022-12-06",2110.46
"001r5ih71ArIZh3aP89c4QPkNh241fbF","2022-12-07",1742.67
"001r5ih70vdRRz00ATHr2ybW7V0rrrFS","2022-12-07",1429.31
"001r5ih73hza4O3WcFsd3c4N400n0a2f","2022-12-07",1319.72
"001r5ih73jD8dK3R80Dm3ACXMs2eOrlU","2022-12-07",1778.41
"001r5ih71HcV832227rc16jHKx2aW5GY","2022-12-07",644.28
"001r5ih73QaD150RClIU1CHNV52YeBTK","2022-12-07",1154.93
"001r5ih71JrNrM0sP3Sg0qLOSb1Et3f8","2022-12-07",987.61
"001r5ih73YRnmC1ykxSR1cgIF61O3o34","2022-12-07",689.29
"001r5ih74Rp04I0rFyge4fmgeS2xuXaM","2022-12-07",387.65
"001r5ih718uZJh3JHwPQ16Cbrd38bqKb","2022-12-07",648.44
"001r5ih736qKsh1rf3JT2Z2SoU3Ag00Y","2022-12-07",400.43
"001r5ih70QH7LZ3MAVKj0LXPeU3EYJgd","2022-12-07",84.21
"001r5ih73RUOMe2o2Jjm4Ljch71BK2Zz","2022-12-07",141.55
"001r5ih70NU02v1xf4GZ04OCZk1P6FsR","2022-12-07",1229.82
"001r5ih70TdLdn3u9BVi199wMD3Ko7jc","2022-12-07",981.57
"001r5ih70s1EYg0lxySi3CG73F1kkWnI","2022-12-07",419.8
"001r5ih73C5cM94TAgej25MPc70t6reg","2022-12-07",1436.32
"001r5ih70bXqUw4LWWoT3L11fh02xCG3","2022-12-07",398.07
"001r5ih729ZV7M2LRptA0ypSED2mSgcq","2022-12-07",1006.98
"001r5ih73210h03eJtKz1BOisK2zO31U","2022-12-07",882.54
"001r5ih71KMCD648gR3k2y68a21b7jO6","2022-12-07",857.39
"001r5ih733zpyc15f9qv1ME1Am0Dl4AI","2022-12-07",667.04
"001r5ih71THunF1cM4L21BBfsl3URJtX","2022-12-07",1847.19
"001r5ih73hUHOw4g389O0Iy1z442hGki","2022-12-07",1610.81
"001r5ih70ykRln3nCRbE3LmXnH0Jmybh","2022-12-07",37.67
"001r5ih71Q9szL3in1hy1PnhT51TvpGD","2022-12-07",506.27
"001r5ih73v9P1V2Ayctc4MfTVg2W0IHN","2022-12-07",299.52
"001r5ih720KwhY1SZyLq2tjzg549QdIl","2022-12-07",1033.4
"001r5ih70xqvQT3gL47h1WgKK51wV0mb","2022-12-07",808.67
"001r5ih73jQiPQ4ayEG91rPouZ3sjBqT","2022-12-07",1814.81
"001r5ih71JYx3634UiLl3VJQPg01mS8P","2022-12-07",313.11
"001r5ih73vreB604WTgj09afMd3NGsk4","2022-12-07",1474.8
"001r5ih71UCqrD1aBv0h1npgZA1ziMWG","2022-12-07",484.13
"001r5ih718LchT0L3Yro1W36AN0QNswP","2022-12-07",1731.76
"001r5ih71s9hAX0gWBpu2G7QsJ3JmTgQ","2022-12-07",1851.34
"001r5ih74gNuqY3vpPnL3hEuPy1lQVhd","2022-12-07",29.19
"001r5ih71Mmc9b3HNsEw4TnxB025ANcc","2022-12-07",1635.86
"001r5ih70APqPR3n0J1V2cx9Wh3QNEwD","2022-12-07",1442.38
"001r5ih703N0ns3mH6vI0yEObe3RPkh8","2022-12-07",1139.13
"001r5ih73c1vYO2NFuK90JXHUK2WNcbx","2022-12-07",1072.39
"001r5ih71lMY6z0o0fHy0Fsynl3pjy29","2022-12-07",491.37
"001r5ih701gJX23eFC9Q4OUMNP1Y7oCJ","2022-12-07",1112.95
"001r5ih74ELLeX0zAv7L3RfQIJ3ygxx4","2022-12-07",1039.5
"001r5ih73wBRFD2PWzN24T3zoA0CEBxE","2022-12-07",573.7
"001r5ih72rHeYX0psFqX1hSq6I41JOON","2022-12-07",960.69
"001r5ih70t7Vtm3mAOCh22VrCE1DoBlh","2022-12-07",1782.57
"001r5ih72RzRgy39b1SW0IpkUE2t1H7C","2022-12-07",1102.69
"001r5ih744Y3en0vmTro2ysoET2UNs4a","2022-12-07",798.43
"001r5ih70V4sIf2vfoUX2vf0Zd3KODY3","2022-12-07",666.01
"001r5ih72Pf11m2beyGn0ERW1g0oHvHd","2022-12-07",1726.53
"001r5ih74a1qV30P23Cj1i5iQE2wufBk","2022-12-07",1814.99
"001r5ih74gGFWM1nP6Qd1vuFoy2V0WMu","2022-12-07",162.15
"001r5ih73uivSH2SUcSD1oYK6t422cDr","2022-12-07",459.49
"001r5ih73nikHg0DzmYJ2z8H9E0VfYdU","2022-12-07",1890.06
"001r5ih715tr6w1shdfv1EyPlm3jB3ej","2022-12-07",2070.78
"001r5ih72gitTI1FhLKi4HhsL53Ylkpy","2022-12-07",1424.06
"001r5ih73Do2e11E7HVF4LNj5W0KTsyz","2022-12-07",1736.27
"001r5ih729gU5O09TuFy2lvnD40CFKNj","2022-12-07",179.53
"001r5ih70IFSDp48DL6q0mb0Y52CgmSk","2022-12-07",386.62
"001r5ih72QSAa84UqjUp3V9Zjp3Kxdzq","2022-12-07",51.87
"001r5ih72pvcuC23VgFs0ORDul0K68fw","2022-12-07",1030.07
"001r5ih70CCxd510WVeG2ynfT44SHd2W","2022-12-07",1670.6
"001r5ih71RxaBa0wHlsm2L7X1b0wRCTx","2022-12-07",821.33
"001r5ih74Sk6xI1iRAdH4Dq9311FEDUC","2022-12-07",1794.15
"001r5ih70wzjj8301Jd00Ghm7F43rAGG","2022-12-07",619.27
"001r5ih72Ebp2x0uktos27XKSb1VZQOR","2022-12-07",132.78
"001r5ih70uZQ6X27AV181UgTKb0o5Ybs","2022-12-07",283.45
"001r5ih737HzBh0JXbrB43l3Os1lSvwL","2022-12-07",1185.28
"001r5ih73UDXJ20BYHBj2y11w72wHl4v","2022-12-07",845
"001r5ih71l6yXE0jorWV2hFsSI2Fvu4Q","2022-12-07",38.11
"001r5ih70Ughd52Z4W660Gee4f2NjJ9s","2022-12-07",593.86
"001r5ih71KTMIS4fApfP1v1gyL1CrmzG","2022-12-07",1312.93
"001r5ih74ERiLy2TK1Vr37GXAv2v3c9b","2022-12-07",1016.82
"001r5ih73t8bdP35W6E309wBnl4O1fZP","2022-12-07",933.97
"001r5ih71YhXhb3JwDeA0fYtHr0omidV","2022-12-07",58.91
"001r5ih71cronj4ZZMMh4e700Z3OKl97","2022-12-07",561.61
"001r5ih74H2aR72WTXb73QOoT406TmOd","2022-12-07",978.87
"001r5ih73XelWT1A0Lrk1EHmr62DwPgt","2022-12-07",586.14
"001r5ih723piEc2TA2ta3FkMqg3rIYRi","2022-12-07",518.14
"001r5ih70Q2YwU1spg7V2NaY9K3IFJXQ","2022-12-07",134.18
"001r5ih72Npeqh3NuA9P3lvvHK3f01N8","2022-12-07",732.76
"001r5ih70DcZCL3YtqSQ0ZArTP3Udha2","2022-12-07",451.29
"001r5ih708pSiI3UP6XW33koW34bncrY","2022-12-07",346.77
"001r5ih73NasSP3MSw8q1ZPnC4389t1Z","2022-12-07",1925.83
"001r5ih71hkzoU3YPlNy2WJfoD4Iykfw","2022-12-07",1824.84
"001r5ih71bCzr51QNUJ31Z2lrw1iwPoo","2022-12-07",760.56
"001r5ih72itLsN0V0z4S1WhOoZ39TeXP","2022-12-07",1056.03
"001r5ih70sVGud3NiMw30PbbCk3KoUsC","2022-12-07",1973.57
"001r5ih74R0JTy1mJUHE1CktcE1It6ZD","2022-12-07",1745.9
"001r5ih728YMar49Bx9u2QMwMz0RALnG","2022-12-07",555.1
"001r5ih743gwwh03Vac10pssTX3zManC","2022-12-07",989.5
"001r5ih71lKhGc2rLT4Z19DLuB0vuf5y","2022-12-07",1360.89
"001r5ih719aJZ44SgPUA17lht14MiChm","2022-12-07",102.72
"001r5ih74KPQVh0gDBnK0TerrN3KXTnY","2022-12-07",46.19
"001r5ih71LQTO73mHb9u3NAjJA4Bfxgx","2022-12-07",1591.51
"001r5ih70jPCjm0iR7BQ0URuSC1zYNLE","2022-12-07",394.17
"001r5ih74C5rED4VQq9v25FovL3qy8E0","2022-12-07",674.15
"001r5ih73kRs024J91D92ubhat1Vqswt","2022-12-07",976.7
"001r5ih72Qg4lY1KcPFP0vGBJb0TuEWa","2022-12-07",1242.07
"001r5ih70yZ88D4Nijdw3wLk4v1IXo8g","2022-12-07",1896.94
"001r5ih71b2XBH0pexHA03v7ta4S6AE0","2022-12-07",1710.71
"001r5ih70LYv072Ax1ud3YdLdF08MN3s","2022-12-07",1464.99
"001r5ih72mRTva031abz3MJ3Wr2gblBW","2022-12-07",1874.62
"001r5ih747Fs6K4Wwvej1cdoMg2qZlgf","2022-12-07",1709.81
"001r5ih70JJX1B3OA7CB0rf9H91Wcwpp","2022-12-07",63.12
"001r5ih71vbUMY3XOoum3hb3V02F8va0","2022-12-07",857.32
"001r5ih72j41g533p07B3oqWpC1tZwD4","2022-12-07",1361.98
"001r5ih74IlNGI37liZl03MSx71sJTio","2022-12-07",858.8
"001r5ih72GXXt72NwMZA07ydRa4eBczD","2022-12-07",877.06
"001r5ih71h3Dj42KLCTk1NW4WA2gPxfn","2022-12-07",264.56
"001r5ih71L1HNR2zUbWw3X04LX4UNkT8","2022-12-07",2033.05
"001r5ih73533SN0TiixB4NZtyM2BMIXI","2022-12-07",1635.45
"001r5ih713qbla1yrK4F1ZsGhK1URr1D","2022-12-07",354.42
"001r5ih74Maql10BHJW837fepC3kDck0","2022-12-07",1720.54
"001r5ih74GdWDE4UaESR0Jsebe3lAawI","2022-12-07",68.59
"001r5ih70zzMna0R3crj1AL7Z84JKEH2","2022-12-07",1423.14
"001r5ih74cv9Zy4dJsyF4FozZE19Xx3L","2022-12-07",1542.68
"001r5ih749gP8w0xLEyi2XhXSk2fc2oT","2022-12-07",920.75
"001r5ih71k1hzb3DJb0U1TwibH14UOQ1","2022-12-07",997.48
"001r5ih71lmyYk4L0URa3FaPce0N1Vub","2022-12-07",971.32
"001r5ih73Mio9G31scsi2dPnDy3Kn7TZ","2022-12-07",1146.76
"001r5ih73L3cNH0iORhY1x8m5q2dtYPC","2022-12-07",308.09
"001r5ih70K8LQG48ybln2HcWse04FeQ8","2022-12-07",494
"001r5ih72H354W1ZGFWj4fSL5n1z4aOo","2022-12-07",825.22
"001r5ih70wV3Dm3bc05R09ElIi0I7LuO","2022-12-07",1242.85
"001r5ih709pksF355mvX32xfzj3jIvDr","2022-12-07",869.16
"001r5ih72VV9R13vgmfW4CSeL01tAuO6","2022-12-07",793.21
"001r5ih72JCBaQ4dvbYe2hzOSy3rXzgY","2022-12-07",395.76
"001r5ih7344Fdv0usNiW4WaLxy1w97aQ","2022-12-07",1678.99
"001r5ih73ptTQu06UPde1pK5MD3MyxE7","2022-12-07",990.11
"001r5ih74Szp6B1cSZqX3ONWZv35Nnaz","2022-12-07",932.53
"001r5ih70VJP8j4Zy8tI1O5A2d3bf7L4","2022-12-07",91.66
"001r5ih71d5ue91UJ5bK0kyRmk2NLj09","2022-12-07",940.9
"001r5ih73xjpos0RUCBB04lueB3l7lAU","2022-12-07",1690.97
"001r5ih72SZfdJ1PpzNH3rz4q61AkzDa","2022-12-07",1149.88
"001r5ih70zSxcY1b93px0G6q3o2ymLjz","2022-12-07",375.23
"001r5ih728ob0b1YzOo82DM2aj3zjqkL","2022-12-07",863.02
"001r5ih739Fijw0gae542IZnZV0Gd6W8","2022-12-07",101.97
"001r5ih74PsqEU22UkYF29tR6t12H2vk","2022-12-07",1558.43
"001r5ih70f4n7G0MpjSh0Ij7Y74Nsr5S","2022-12-07",423.1
"001r5ih73DC8f90nuzA84gDykP3sSrCq","2022-12-07",956.85
"001r5ih74MVQ6j3C8HEM1nkM372WQDJb","2022-12-07",512.12
"001r5ih73EPuCV00Y1rD2MwF5e49I6TH","2022-12-07",1415.19
"001r5ih72DWNFJ16dOLm1HBsIv4gM7JM","2022-12-07",1836.17
"001r5ih74fbddl2CTXG549wyI82qLxQB","2022-12-07",1615.42
"001r5ih71XrRYL4fPDYX1gywgi4K7nUD","2022-12-07",434.5
"001r5ih71jDuIu1MNaQi3KtDNH1YRJiL","2022-12-07",70.09
"001r5ih739rId20fikJg49pJjm1g25Jy","2022-12-07",1034.25
"001r5ih716p17O1li4Tk3ePNQ418bbtf","2022-12-07",1594.49
"001r5ih741yc8W4Q3LJd15lgKr3iU4vr","2022-12-07",1711.02
"001r5ih73S2Q5s0hJfuP3EpqPF3yGbD0","2022-12-07",1514.86
"001r5ih734DXvY0GBfN42D36zR1wRhkZ","2022-12-07",92.12
"001r5ih710d39p17aDad0ZWyo628EqQz","2022-12-07",1248.76
"001r5ih74U1bNh1bDK4P0xqAH03Q4rJi","2022-12-07",804.45
"001r5ih72RrjL40EXnyE1gWxEE37bwf5","2022-12-07",1754.76
"001r5ih71vYu6f3r9fLL06zi5z10rQ1n","2022-12-07",479.53
"001r5ih71F56nj4aQkxw2EfytK0AKp1x","2022-12-07",1110.25
"001r5ih72x9ge61YyhGy3LPQdL0JISgO","2022-12-07",2167.02
"001r5ih71ArIZh3aP89c4QPkNh241fbF","2022-12-08",1682.72
"001r5ih70vdRRz00ATHr2ybW7V0rrrFS","2022-12-08",1434.88
"001r5ih73hza4O3WcFsd3c4N400n0a2f","2022-12-08",1307.18
"001r5ih73jD8dK3R80Dm3ACXMs2eOrlU","2022-12-08",1732.53
"001r5ih71HcV832227rc16jHKx2aW5GY","2022-12-08",616.12
"001r5ih73QaD150RClIU1CHNV52YeBTK","2022-12-08",1168.56
"001r5ih71JrNrM0sP3Sg0qLOSb1Et3f8","2022-12-08",1031.56
"001r5ih73YRnmC1ykxSR1cgIF61O3o34","2022-12-08",688.74
"001r5ih74Rp04I0rFyge4fmgeS2xuXaM","2022-12-08",384.7
"001r5ih718uZJh3JHwPQ16Cbrd38bqKb","2022-12-08",635.86
"001r5ih736qKsh1rf3JT2Z2SoU3Ag00Y","2022-12-08",391.62
"001r5ih70QH7LZ3MAVKj0LXPeU3EYJgd","2022-12-08",86.64
"001r5ih73RUOMe2o2Jjm4Ljch71BK2Zz","2022-12-08",141.59
"001r5ih70NU02v1xf4GZ04OCZk1P6FsR","2022-12-08",1242.36
"001r5ih70TdLdn3u9BVi199wMD3Ko7jc","2022-12-08",948.29
"001r5ih70s1EYg0lxySi3CG73F1kkWnI","2022-12-08",402.42
"001r5ih73C5cM94TAgej25MPc70t6reg","2022-12-08",1402.71
"001r5ih70bXqUw4LWWoT3L11fh02xCG3","2022-12-08",390.07
"001r5ih729ZV7M2LRptA0ypSED2mSgcq","2022-12-08",993.29
"001r5ih73210h03eJtKz1BOisK2zO31U","2022-12-08",910.08
"001r5ih71KMCD648gR3k2y68a21b7jO6","2022-12-08",856.79
"001r5ih733zpyc15f9qv1ME1Am0Dl4AI","2022-12-08",641.63
"001r5ih71THunF1cM4L21BBfsl3URJtX","2022-12-08",1772.75
"001r5ih73hUHOw4g389O0Iy1z442hGki","2022-12-08",1658.97
"001r5ih70ykRln3nCRbE3LmXnH0Jmybh","2022-12-08",38.67
"001r5ih71Q9szL3in1hy1PnhT51TvpGD","2022-12-08",510.17
"001r5ih73v9P1V2Ayctc4MfTVg2W0IHN","2022-12-08",296.79
"001r5ih720KwhY1SZyLq2tjzg549QdIl","2022-12-08",1000.85
"001r5ih70xqvQT3gL47h1WgKK51wV0mb","2022-12-08",833.9
"001r5ih73jQiPQ4ayEG91rPouZ3sjBqT","2022-12-08",1776.34
"001r5ih71JYx3634UiLl3VJQPg01mS8P","2022-12-08",299.99
"001r5ih73vreB604WTgj09afMd3NGsk4","2022-12-08",1425.1
"001r5ih71UCqrD1aBv0h1npgZA1ziMWG","2022-12-08",504.95
"001r5ih718LchT0L3Yro1W36AN0QNswP","2022-12-08",1689.85
"001r5ih71s9hAX0gWBpu2G7QsJ3JmTgQ","2022-12-08",1834.31
"001r5ih74gNuqY3vpPnL3hEuPy1lQVhd","2022-12-08",30.39
"001r5ih71Mmc9b3HNsEw4TnxB025ANcc","2022-12-08",1700.8
"001r5ih70APqPR3n0J1V2cx9Wh3QNEwD","2022-12-08",1496.76
"001r5ih703N0ns3mH6vI0yEObe3RPkh8","2022-12-08",1162.94
"001r5ih73c1vYO2NFuK90JXHUK2WNcbx","2022-12-08",1114.11
"001r5ih71lMY6z0o0fHy0Fsynl3pjy29","2022-12-08",485.38
"001r5ih701gJX23eFC9Q4OUMNP1Y7oCJ","2022-12-08",1083.68
"001r5ih74ELLeX0zAv7L3RfQIJ3ygxx4","2022-12-08",1005.51
"001r5ih73wBRFD2PWzN24T3zoA0CEBxE","2022-12-08",560.05
"001r5ih72rHeYX0psFqX1hSq6I41JOON","2022-12-08",939.94
"001r5ih70t7Vtm3mAOCh22VrCE1DoBlh","2022-12-08",1744.78
"001r5ih72RzRgy39b1SW0IpkUE2t1H7C","2022-12-08",1147.24
"001r5ih744Y3en0vmTro2ysoET2UNs4a","2022-12-08",820.95
"001r5ih70V4sIf2vfoUX2vf0Zd3KODY3","2022-12-08",644.83
"001r5ih72Pf11m2beyGn0ERW1g0oHvHd","2022-12-08",1705.47
"001r5ih74a1qV30P23Cj1i5iQE2wufBk","2022-12-08",1757.82
"001r5ih74gGFWM1nP6Qd1vuFoy2V0WMu","2022-12-08",164.39
"001r5ih73uivSH2SUcSD1oYK6t422cDr","2022-12-08",458.71
"001r5ih73nikHg0DzmYJ2z8H9E0VfYdU","2022-12-08",1877.59
"001r5ih715tr6w1shdfv1EyPlm3jB3ej","2022-12-08",2056.28
"001r5ih72gitTI1FhLKi4HhsL53Ylkpy","2022-12-08",1464.08
"001r5ih73Do2e11E7HVF4LNj5W0KTsyz","2022-12-08",1796.87
"001r5ih729gU5O09TuFy2lvnD40CFKNj","2022-12-08",187.12
"001r5ih70IFSDp48DL6q0mb0Y52CgmSk","2022-12-08",377.11
"001r5ih72QSAa84UqjUp3V9Zjp3Kxdzq","2022-12-08",50.84
"001r5ih72pvcuC23VgFs0ORDul0K68fw","2022-12-08",1008.64
"001r5ih70CCxd510WVeG2ynfT44SHd2W","2022-12-08",1600.43
"001r5ih71RxaBa0wHlsm2L7X1b0wRCTx","2022-12-08",814.84
"001r5ih74Sk6xI1iRAdH4Dq9311FEDUC","2022-12-08",1749.12
"001r5ih70wzjj8301Jd00Ghm7F43rAGG","2022-12-08",640.14
"001r5ih72Ebp2x0uktos27XKSb1VZQOR","2022-12-08",128.19
"001r5ih70uZQ6X27AV181UgTKb0o5Ybs","2022-12-08",275.88
"001r5ih737HzBh0JXbrB43l3Os1lSvwL","2022-12-08",1143.8
"001r5ih73UDXJ20BYHBj2y11w72wHl4v","2022-12-08",815
